ownerUsername,postUrl,timestamp,likesCount,id,text,Sentimento,Pontuacao
flahribeirodz,https://www.instagram.com/p/CukbWdkJEeO/,2023-07-11T20:31:31.000Z,1,17994618022887503,❤️❤️,positive,"0,993826"
mai.villela,https://www.instagram.com/p/CukbWdkJEeO/,2023-07-11T20:35:04.000Z,1,18013019002625872,@helaine.salles saudadsdaes xuxu 😍😍,positive,"0,996333"
leo_thecid,https://www.instagram.com/p/CukbWdkJEeO/,2023-07-11T20:35:28.000Z,1,17963396915550164,Arrasou @mai.villela !! ❤️❤️❤️,positive,"0,929842"
nicenoinsta,https://www.instagram.com/p/CukbWdkJEeO/,2023-07-11T21:36:39.000Z,1,17919479576757106,👏🏽👏🏽👏🏽👏🏽👏🏽,positive,"0,95608"
mozipat,https://www.instagram.com/p/CukbWdkJEeO/,2023-07-11T23:25:18.000Z,1,18059724793421675,Este é o lugar onde eu gostaria de trabalhar.,neutral,0
juliapinha2018,https://www.instagram.com/p/CukbWdkJEeO/,2023-07-12T00:28:02.000Z,0,18001007407779374,Como marca visita guiada?,neutral,0
apfonte,https://www.instagram.com/p/CukbWdkJEeO/,2023-07-12T01:09:11.000Z,1,18022297627594113,❤️❤️❤️,positive,"0,997158"
rosangelaipfonseca,https://www.instagram.com/p/CukbWdkJEeO/,2023-07-12T01:13:35.000Z,1,17963144588545155,👏👏👏👏olha elaaaa parabéns pela apresentação @mai.villela,positive,"0,972644"
marcelafragoso23,https://www.instagram.com/p/CukbWdkJEeO/,2023-07-12T01:18:13.000Z,1,18172185838303909,😍😍,positive,"0,977228"
isaacmarianno,https://www.instagram.com/p/Cum9h96rodF/,2023-07-13T03:05:48.000Z,0,18071305057383447,Que maneiro 👏🏾,positive,"0,975094"
andreavieirasouza,https://www.instagram.com/p/CuhrC2otZty/,2023-07-13T17:47:41.000Z,0,18001876144898708,👏,positive,"0,524837"
isisfsa,https://www.instagram.com/p/CupQdLALosW/,2023-07-13T23:33:29.000Z,1,18078730351374357,@patricia_saiter_pimenta,neutral,0
isisfsa,https://www.instagram.com/p/CupQdLALosW/,2023-07-13T23:33:43.000Z,0,18014722045678262,@ig0maia,neutral,0
isisfsa,https://www.instagram.com/p/CupQdLALosW/,2023-07-13T23:34:12.000Z,1,17985531254325727,@ricardocsj,neutral,0
jupedrosagomes,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:28:02.000Z,1,18195986539265888,@zulmesquita54,neutral,0
jupedrosagomes,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:28:12.000Z,1,17951691707636714,@simonelaman,neutral,0
jupedrosagomes,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:28:24.000Z,0,18044299621482488,@digo57,neutral,0
jupedrosagomes,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:28:34.000Z,0,17866461692959365,@romariogdias03,neutral,0
jupedrosagomes,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:28:53.000Z,0,18014172304726961,@marly.tramontano,positive,"0,284716"
jupedrosagomes,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:29:11.000Z,0,17964639149545635,@bruno.pedrosa,neutral,0
jupedrosagomes,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:29:17.000Z,0,17971332236444094,@renatapedrosa,neutral,0
a.cordastudio,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:41:19.000Z,0,17997306682866440,@itsceliaregina,neutral,0
a.cordastudio,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:41:27.000Z,0,18280523740134338,@itsmissareas,neutral,0
a.cordastudio,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:41:34.000Z,0,17860272716976750,@ta.nia4999,negative,"-0,389736"
a.cordastudio,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:41:48.000Z,0,17953161872632043,@lucasfittipaldi_,neutral,0
a.cordastudio,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:41:54.000Z,0,18219554011222936,@teteusonhador,neutral,0
a.cordastudio,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:43:03.000Z,0,18301666600128185,@ritaalbuquerck,neutral,0
adm.francisca,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T00:48:12.000Z,1,17985161195224105,@pereiraserafim seria perfeito um super café da manhã com meu amado e no meu dia.,positive,"0,995388"
sophialettieri,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T01:19:19.000Z,0,17934337244702564,@tali.sil,neutral,0
sophialettieri,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T01:19:22.000Z,1,18368573749031362,@marloubez,neutral,0
sophialettieri,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T01:19:32.000Z,0,17978766113156506,@iodanicardoso,neutral,0
sophialettieri,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T01:19:36.000Z,0,18201973735300129,@marii_olive_,neutral,0
sophialettieri,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T01:19:40.000Z,0,17996031134051850,@lettieri_hugo,neutral,0
anadecnop,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T02:51:56.000Z,0,18027039127515110,@decnopvera,neutral,0
anadecnop,https://www.instagram.com/p/CupQdLALosW/,2023-07-14T02:52:53.000Z,0,17878949054851311,"É pra postar uma vez,ou pode postar várias vezes?",negative,"-0,738309"
biarteartesanatofeltro,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-14T22:38:43.000Z,2,17963576375562922,Emocionante!!🙌🙌🙌,positive,"0,990296"
letto.oficial,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T00:03:54.000Z,2,18002001448917823,Foi lindo demais. ❤️🙌,positive,"0,979208"
celesteheitmann_,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T00:07:35.000Z,2,17875699046871557,"Que show, parabéns👏👏👏👏",positive,"0,990967"
ritadecassia.mesquita.33,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T03:47:08.000Z,2,18378664993016332,Foi muito linda emocionante 💖🙏🙌🍀,positive,"0,998125"
alex_serejo_da_silva,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T09:52:39.000Z,0,18000986032790726,"Ame somente a Deus e somente a Ele deve prestar culto ....não se curvar diante de estátuas q nem o pó pode tirar, Abba perdoe eles não sabem o q faz",positive,"0,476454"
erijrdesign,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T10:13:44.000Z,4,18224947189235586,Muito obrigado @sebraepa pelo convite para projetar e materializar a fé na nossa Nazinha através dos cinco sentidos nessa mostra / ocupação no @crabsebrae. Quem estiver no RJ visite e prestigie o artesanato paraense. Pará Sentir Fé.,positive,"0,914807"
adelsonsilva54,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T10:20:12.000Z,4,18026325757560723,"Sem envolvimento de religiosidade, o que está sendo divulgado é a cultura de uma parte di povo paraense, seguindo do princípio de uma democracia todos tem o seu direito de pensar, falar e agir livremente, parabéns ao Sebrae pela iniciativa.",positive,"0,867451"
reginagiovaninimonteiro,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T13:14:33.000Z,3,18093655915351398,Vamos ? @katiamagalhaes,neutral,0
sebraepa,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T13:29:19.000Z,0,17901033890817118,"@adelsonsilva54 obrigado, tá tudo muito lindo ❤️❤️❤️",positive,"0,998608"
sebraepa,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T13:29:56.000Z,2,17912615735784570,@erijrdesign 😍❤️nós que agradecemos por toda sua dedicação e apoio nesse projeto.,positive,"0,985951"
katiamagalhaes,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T14:20:35.000Z,1,18052511626450065,😍,positive,"0,931476"
katiamagalhaes,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T14:20:41.000Z,2,18021238402613510,@reginagiovaninimonteiro vamos!!!😍,positive,"0,958341"
janymariasantos,https://www.instagram.com/p/Csl6lFTsqdI/,2023-07-15T14:23:55.000Z,0,17961867026611104,"Por favor, podem me passar o telefone da loja de vocês.
Estou ligando para dois números e não atendem.
Muito obrigada.",positive,"0,446548"
magnaraposo,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T15:06:42.000Z,2,17973277292286289,lindo D+++,positive,"0,984699"
domingasrp,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T16:40:53.000Z,2,18013932652669816,@supernostalgia1978 Que Deus te abençoe.,positive,"0,953133"
domingasrp,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T16:41:30.000Z,3,17904937640736755,@supernostalgia1978 Nossa Senhora de Nazaré lhe abençoe sempre.,positive,"0,931741"
scafi_turismo,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T18:28:08.000Z,2,18049136284460180,❤️,positive,"0,970144"
scafi_turismo,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T18:28:09.000Z,2,18279601975134326,Que linda iniciativa. Parabéns @sebraepa,positive,"0,986567"
scafi_turismo,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T18:32:04.000Z,2,17845944102016216,Viva nossa Senhora de Nazaré.🙏🌹👏👏👏,positive,"0,979823"
scafi_turismo,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T21:08:16.000Z,3,17989550795139914,Viva Nossa Senhora de Nazaré 🌹👏👏👏🙏,positive,"0,973107"
sebraepa,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-15T23:50:34.000Z,2,17991047441297527,Obrigado a todos e todas pelo carinho❤️,positive,"0,984791"
biarteartesanatofeltro,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-16T15:50:11.000Z,2,17883424220832715,@adelsonsilva54 👏👏👏👏👏👏,positive,"0,982132"
nazarevale,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-16T20:39:13.000Z,2,18014874478730094,🙌,neutral,0
reginacavalcante.odonto,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-16T21:58:39.000Z,2,18366330892065023,Vai até  quando essa exposição,positive,"0,369652"
sebraepa,https://www.instagram.com/p/CusUAV1r5-N/,2023-07-17T12:35:34.000Z,0,17935192514700846,"@reginacavalcante.odonto oi tudo bem?

A exposição continua no @crabsebrae até setembro.🪢🧶",positive,"0,442308"
monicasramalho,https://www.instagram.com/p/CuhrC2otZty/,2023-07-17T15:56:43.000Z,1,18082732975371975,"@erikannunes_ 
Olha, prima. Da sua terrinha...",positive,"0,708766"
erikannunes_,https://www.instagram.com/p/CuhrC2otZty/,2023-07-17T17:39:41.000Z,1,18014299942729456,@monicasramalho já vouuuuu! Obg,positive,"0,906507"
selmacresporibeiro,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T17:31:02.000Z,3,17994860786017413,"Eu sou bibliotecária e conheço. É um belo espaço, vale ser visitado...🙌❤️",positive,"0,879928"
melissaspfc.almeida,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T17:32:56.000Z,2,17904164855804429,Olha elaaaaaa,positive,"0,413908"
vanefrp,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T17:40:21.000Z,2,18264599521156927,Um dos meus cantinhos favoritos do Centro!  Mayara é uma super bibliotecária! 👏👏,positive,"0,912065"
leo_thecid,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T17:52:22.000Z,2,18019246105628367,Arrasou May !!! A biblioteca do CRAB é um dos melhores cantinhos do Centro ❤️,positive,"0,962563"
karipontesfotografias,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T17:57:08.000Z,2,18006717919873539,É muito lindo já fui!!,positive,"0,986796"
regina_machado_s,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T17:57:59.000Z,3,17952034376639503,👏👏👏👏 parabéns. O CRAB guarda tesouros.,positive,"0,995124"
julieanacs,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T18:40:46.000Z,2,17882037869899236,"Mayara, desde sempre arrasando! Bibliotecária incrível!",positive,"0,96193"
taiselaines,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T18:59:48.000Z,2,18016493974601520,❤️,positive,"0,970144"
taiselaines,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T18:59:50.000Z,2,17973073286444898,É uma biblioteca aconchegante e com umas das melhores bibliotecárias desse Rio de Janeiro,positive,"0,938199"
euevelyn.jjacques,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T19:00:57.000Z,2,17975740781224609,"Você é sensacional, amiga!",positive,"0,992342"
yamuchahonra,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T19:15:04.000Z,2,17977592081374249,espaço incrível!!! adoro,positive,"0,985006"
nutri.cristinamoura,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T20:45:08.000Z,2,18030348685544390,❤️,positive,"0,970144"
nutri.cristinamoura,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T20:45:09.000Z,2,18276409138177598,Amei!!!,positive,"0,989216"
nutri.cristinamoura,https://www.instagram.com/p/CuuCWLCsAZ6/,2023-07-18T20:48:20.000Z,1,17942021117675581,Delícia de exposição!,positive,"0,989124"
withoutsugarplace,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T21:08:27.000Z,2,17984749433253293,Melhor bibliotecária do Brasil e quiçá do mundo!❤️,positive,"0,974389"
vamonessapartiu,https://www.instagram.com/p/CuuCWLCsAZ6/,2023-07-18T21:41:25.000Z,2,17885017811875923,Vai até  quando?,neutral,0
aprihang,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T22:44:27.000Z,2,17961937433560454,Que lindo! Quero conhecer 😍❤️,positive,"0,987184"
apfonte,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-18T23:06:53.000Z,2,18226503937212671,❤️,positive,"0,970144"
apfonte,https://www.instagram.com/p/Cum9h96rodF/,2023-07-18T23:09:38.000Z,0,17972233415292126,❤️,positive,"0,970144"
athalitagama,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-19T00:42:14.000Z,2,18055914307442344,Tudo ❤️,positive,"0,981941"
marcelafragoso23,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-19T01:33:06.000Z,2,17995568252011570,😍,positive,"0,931476"
carla_escapetoart,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-19T03:02:56.000Z,2,17860844360977273,Maravilhosaaa essa biblioteca! Amo!,positive,"0,989608"
woodpitzer,https://www.instagram.com/p/CpaPEZptx5r/,2023-07-19T07:35:29.000Z,0,17974283240389099,Muito show parabéns incrível maravilhoso espetáculo se puder me seguir ficarei muito grato mesmo obrigado 👏👏👏👏👏👏👏👏,positive,"0,999917"
bagagemdefamiliaqueviaja,https://www.instagram.com/p/CukbWdkJEeO/,2023-07-19T13:03:05.000Z,0,17963499449567042,Amamos conhecer. E a exposição atual com os artesanatos do Pará está linda. Um ótimo programa para levar as crianças nas férias. 😍,positive,"0,928983"
crabsebrae,https://www.instagram.com/p/CuuCWLCsAZ6/,2023-07-19T14:44:59.000Z,3,17857079210990267,@vamonessapartiu até setembro 🤩,positive,"0,557246"
nutri.cristinamoura,https://www.instagram.com/p/Cu4ssjnuT8d/,2023-07-19T20:25:16.000Z,1,17909543558713253,Fui hoje!!! Maravilhoso!!!,positive,"0,853123"
alineh__,https://www.instagram.com/p/Cu2Hvfmvx_r/,2023-07-20T12:43:08.000Z,1,18040580791494575,❤️❤️❤️,positive,"0,997158"
escoladefloresgigantes,https://www.instagram.com/p/Cu7JUTDPCXE/,2023-07-20T17:30:21.000Z,1,18300282337111514,😍😍😍,positive,"0,996442"
rosemaryrochae,https://www.instagram.com/p/CuhrC2otZty/,2023-07-21T16:00:20.000Z,0,18002107855794761,❤️,positive,"0,970144"
rosemaryrochae,https://www.instagram.com/p/CuhrC2otZty/,2023-07-21T16:00:23.000Z,0,17933642474705449,👏,positive,"0,524837"
lilia.riani,https://www.instagram.com/p/Cu99uDJJRlo/,2023-07-21T18:23:49.000Z,1,18051426655416370,Que exposição lindaaaaaaaa ! Ameiiii😍,positive,"0,986612"
filhosdobarro,https://www.instagram.com/p/CukbWdkJEeO/,2023-07-23T00:24:31.000Z,0,17992660082115855,👏👏👏👏👏👏👏👏👏👏❤️❤️❤️❤️❤️,positive,"0,999496"
mcruzguedes,https://www.instagram.com/p/CvCudl-M2k_/,2023-07-23T17:53:17.000Z,0,18355603840071839,Adorei visitar a exposição!!!!,positive,"0,986795"
valeriagrille,https://www.instagram.com/p/CvCudl-M2k_/,2023-07-23T20:24:41.000Z,0,"1,79501E+16",Exposição maravilhosa!!,positive,"0,977486"
anacgabandainese,https://www.instagram.com/p/CvCudl-M2k_/,2023-07-23T23:41:27.000Z,0,18218272450220001,Exposição prevista para quando?,neutral,0
daniellehqs,https://www.instagram.com/p/CvFlV2dvMQ1/,2023-07-24T17:34:41.000Z,1,18020219329624905,"@flaviabriara, a foto deles ❤️",positive,"0,961447"
flaviabriara,https://www.instagram.com/p/CvFlV2dvMQ1/,2023-07-24T20:56:13.000Z,1,18035427409519092,@daniellehqs obrigada ❤️,positive,"0,988495"
bembrasilregional,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T17:29:37.000Z,2,18057004711436566,Maravilhoso,positive,"0,990693"
regina_machado_s,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T17:39:22.000Z,1,17994209993089927,👏👏👏👏,positive,"0,962238"
caiosanttos01,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T17:48:45.000Z,1,17924731835651879,Tude,neutral,0
mynevex,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T17:52:56.000Z,1,17966172737601789,👏👏👏👏,positive,"0,962238"
atelieeuzilicasalio,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T18:09:52.000Z,1,17966422919577328,👏👏👏👏👏👏👏,positive,"0,985968"
atelieeuzilicasalio,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T18:10:49.000Z,2,18037764412501736,❤️❤️❤️❤️❤️,positive,"0,998982"
lusacramentoprof,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T18:11:45.000Z,1,17958340841494857,😍 amo estar aí e aprender a cada visita. ❤️,positive,"0,981257"
josedeanchietacort,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T18:17:22.000Z,1,17917596581773071,Parabéns 👏👏👏,positive,"0,994793"
leilamoreirao,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T19:20:15.000Z,2,17935512071703085,Show..vou conhecer,positive,"0,964809"
theka_galvao,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T20:35:26.000Z,2,17966596286355854,O Crab é o meu parque de diversões . Gosto muito de visitar esse lugar .,positive,"0,908576"
marcoaurelio_marco500,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T20:52:57.000Z,2,18006474772875563,Muito importante este cuidado e carinho,positive,"0,870391"
gandaiacores,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T21:29:49.000Z,1,17868898499956442,Maravilha😍,positive,"0,982085"
elisepagnin,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T22:36:51.000Z,1,18031396333531014,Parabéns pelo trabalho e dedicação!!! O CRAB é um espaço fantastico no coração do centro Rio!,positive,"0,920341"
ruthveras,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-25T23:49:45.000Z,1,17965041419402142,@mardonceau,neutral,0
elybastoslima,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-26T00:17:37.000Z,1,18197627641265412,Lugar maravilhoso👏👏👏,positive,"0,997289"
leo_thecid,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-26T02:27:38.000Z,1,18026208628571545,❤️,positive,"0,970144"
apfonte,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-26T04:01:51.000Z,1,18070264045403375,❤️,positive,"0,970144"
quemmedera.bh,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-26T10:37:01.000Z,1,18231657685175565,👏👏👏,positive,"0,932908"
annymegadarak,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-26T11:11:06.000Z,1,17976473252230720,👏😍❤️,positive,"0,995886"
begninha,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-26T11:50:53.000Z,1,17919079232766091,😍😍😍,positive,"0,996442"
sofia.montes.5059601,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-26T12:04:28.000Z,1,18025305997593588,"No próximo almoço,  vou lá.",positive,"0,947824"
cursodesenhotracofeito,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-26T13:44:45.000Z,1,17986226078504012,👏👏👏👏👏,positive,"0,97518"
cardosovitr,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-26T19:59:04.000Z,1,17925327209743045,Boaa👏👏,positive,"0,966879"
silvamauriliodejesus,https://www.instagram.com/p/CvIKLu9snd2/,2023-07-26T22:24:44.000Z,1,17903810084814536,👏👏👏👏,positive,"0,962238"
celinha.gama,https://www.instagram.com/p/CuuCWLCsAZ6/,2023-07-27T18:14:07.000Z,1,17961502580469046,Amei cada cantinho. Voltarei mais vezes. ♥️,positive,"0,87415"
celinha.gama,https://www.instagram.com/p/CvNVGgQN-Li/,2023-07-27T18:16:32.000Z,1,17997434747009349,Fui hoje  é vi cada peça  exposta. Amei cada artesanato. Pretendo levar meus alunos também. ♥️🥰,positive,"0,940027"
celinha.gama,https://www.instagram.com/p/CvFlV2dvMQ1/,2023-07-27T18:17:06.000Z,1,18030548398553391,Sou a que ama artesanato! ♥️,positive,"0,956162"
erijrdesign,https://www.instagram.com/p/CvNVGgQN-Li/,2023-07-27T22:23:10.000Z,1,17883502097897098,Linda imagem! 😍,positive,"0,961319"
fiocondutorartesustentavel,https://www.instagram.com/p/CvNVGgQN-Li/,2023-07-28T04:06:44.000Z,1,18265539967197666,Lindo de viver!!!!😍,positive,"0,994739"
valeriagrille,https://www.instagram.com/p/CvNVGgQN-Li/,2023-07-28T13:31:56.000Z,1,18278381275181052,Linda exposição!!,positive,"0,990609"
brunasilva1122,https://www.instagram.com/p/CvSbQECAI2J/,2023-07-29T17:11:45.000Z,1,18074307775388609,Já e amei♥️,positive,"0,992609"
luciano.rocha.80,https://www.instagram.com/p/CvSbQECAI2J/,2023-07-29T17:24:36.000Z,1,17987984753481180,@nefertiti1972 visite! Um local lindo!,positive,"0,980018"
_natinharibeiro,https://www.instagram.com/p/CvSbQECAI2J/,2023-07-29T18:05:17.000Z,1,18090957787356290,Aguardando as oficinas de imersão 😍,positive,"0,950908"
fiocondutorartesustentavel,https://www.instagram.com/p/CvSbQECAI2J/,2023-07-29T19:02:12.000Z,1,17967957242362069,Já fui e é realmente lindo. Vale a pena. Está incrível,positive,"0,956977"
elbamaria314,https://www.instagram.com/p/Cu7JUTDPCXE/,2023-07-30T21:39:43.000Z,0,17979250127376710,Vcs vender  esses pássaros,negative,"-0,495251"
kishlopes,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T17:06:22.000Z,1,17970282611527507,Duas,neutral,0
cristinacampos165,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T17:13:26.000Z,1,18010227478828895,"Ainda sem conhecer ,,,, triste né",negative,"-0,954552"
paulaguiri,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T17:13:42.000Z,1,18273278350147942,Muitas vezes,neutral,0
celiabasto,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T17:15:39.000Z,1,17897129330839382,Muitas e pretendo mais muitas,positive,"0,908138"
willi_cesar_carvalho,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T17:17:13.000Z,1,17980990385369159,"Algumas, queria ir mais vezes, quando promoverem oficinas, me chama pra ministrar algumas, aí eu vou mais vezes.",negative,"-0,624214"
cristina.tinamou,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T17:17:39.000Z,1,18015919075670640,Umas 20 vezes!!!,negative,"-0,381674"
lea_coelho28,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T17:31:38.000Z,1,17850562094999272,Já perdi as contas! Simplesmente eu amooooooo,positive,"0,37566"
silviainfinito50,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T17:32:18.000Z,1,17923532354756238,"Desde que conheci já fui umas 5, 6 vezes 😍",positive,"0,973921"
babi_correa24,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T17:44:16.000Z,1,18007491217866807,"Já fui várias vezes, desde que abriu. E vou continuar o do pq adoro!",positive,"0,754332"
lasanpe,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T17:44:54.000Z,1,18150747865294562,Perdi as contas! Muitas e muitas vezes! Adoro 😍,positive,"0,448703"
gau_cabral,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T17:50:31.000Z,1,18041521270493308,Pelo menos 5 vezes. Amamos. E levamos sempre mais alguém pra conhecer.  Será que vai voltar a abrir aos domingos?,positive,"0,616873"
gabrielamandelert,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T18:01:01.000Z,1,17980831097348829,"Duas, mas pretendo voltar mais vezes",neutral,0
patriciaavillela,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T18:24:35.000Z,1,17870956814955181,"Muitas vezes, quase todas as expo eu fui. Sou fã",positive,"0,946466"
arte.sustentavel,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T18:24:41.000Z,1,18304967668105023,Nem sei mais...,negative,"-0,914068"
cristiana_richard,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T19:01:23.000Z,1,18044250970486698,Pelo menos 10x ❣️,positive,"0,705202"
arianabenicio,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T19:10:13.000Z,1,17999627725971691,"Eu já fui, 4 x . E foi maravilhoso todas as vezes!",positive,"0,992148"
bebelfranco,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T19:22:01.000Z,1,18026237059589272,"Perdi a conta, acho que nunca perdi uma exposição e teve aquelas que repeti 🩷",negative,"-0,955325"
segueofio,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T19:32:22.000Z,1,17996458271043304,Incontáveis 💛🧶,positive,"0,80976"
edite4786,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T19:36:05.000Z,1,17892263375853512,Muitas vezes,neutral,0
amariacreativehandmade,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T19:46:42.000Z,1,"1,83574E+16",Muitas!!! Lugar mágico !!!cultura viva !!!!👏🏼👏🏼👏🏼👏🏼,positive,"0,911583"
selmacresporibeiro,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T20:09:09.000Z,1,17915077586700303,"Sempre que tem exposição nova, fui na inauguração. Levo Olivia, minha neta, sou conhecida por ai... 😂❤️",positive,"0,802997"
clelialemos_estandartes,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T20:20:39.000Z,1,17990939687125604,Não conheço ainda!!!😢😢😢 Mas um dia apareço por aí!!!!😍😍😍,positive,"0,995321"
preta_cris,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T20:35:06.000Z,1,17963808143443985,Umas 5 vezes minha casa é um mini CRAB.,negative,"-0,757216"
leonicebulhoes,https://www.instagram.com/p/CvXfZ-2sZ5j/,2023-07-31T20:45:46.000Z,1,18000533605979296,"fui fiquei uma semana , todos os dias ,amei muita cultura envolvida nas exposições e uma experiência inesquecível 👏👏👏👏",positive,"0,989872"
